"","abortion","state","eth","male","age","educ","party"
"455",0,"IL","White",-0.5,"18-29","Some college","Democrat"
"456",0,"TX","White",-0.5,"40-49","4-Year College","Independent"
"457",1,"TX","White",0.5,"60-69","Some college","Republican"
"458",0,"AZ","White",-0.5,"40-49","4-Year College","Democrat"
"459",1,"TX","White",0.5,"70+","4-Year College","Republican"
"460",1,"PA","White",0.5,"60-69","Some college","Democrat"
"461",0,"LA","White",-0.5,"40-49","HS","Republican"
"462",0,"WA","White",0.5,"30-39","Post-grad","Independent"
"463",1,"ID","White",0.5,"40-49","4-Year College","Republican"
"464",1,"PA","White",0.5,"50-59","Some college","Republican"
"465",1,"NC","White",-0.5,"70+","HS","Democrat"
"466",1,"TX","White",0.5,"70+","Post-grad","Republican"
"467",0,"OH","White",-0.5,"30-39","4-Year College","Independent"
"468",0,"OH","White",0.5,"40-49","4-Year College","Independent"
"469",1,"MI","White",-0.5,"18-29","Some college","Independent"
"470",0,"PA","White",-0.5,"40-49","Post-grad","Republican"
"471",1,"IL","White",0.5,"50-59","4-Year College","Democrat"
"472",1,"AL","White",0.5,"60-69","Post-grad","Independent"
"473",0,"NY","Hispanic",-0.5,"18-29","HS","Independent"
"474",0,"TX","Black",-0.5,"40-49","4-Year College","Democrat"
"475",1,"AZ","White",0.5,"60-69","4-Year College","Republican"
"476",1,"FL","White",-0.5,"60-69","4-Year College","Republican"
"477",1,"MD","White",-0.5,"60-69","4-Year College","Independent"
"478",1,"TX","White",0.5,"70+","Some college","Republican"
"479",1,"OH","White",-0.5,"50-59","Post-grad","Republican"
"480",1,"AZ","Hispanic",-0.5,"30-39","HS","Independent"
"481",0,"VA","White",-0.5,"70+","Post-grad","Democrat"
"482",0,"FL","White",-0.5,"60-69","4-Year College","Democrat"
"483",1,"VA","White",0.5,"40-49","Some college","Independent"
"484",0,"VA","White",-0.5,"40-49","Some college","Independent"
"485",1,"NC","White",-0.5,"60-69","Some college","Independent"
"486",0,"FL","Hispanic",0.5,"50-59","Some college","Independent"
"487",1,"CA","Other",0.5,"60-69","Post-grad","Independent"
"488",1,"GA","White",-0.5,"60-69","No HS","Republican"
"489",0,"TX","White",-0.5,"60-69","No HS","Democrat"
"490",0,"UT","White",0.5,"40-49","HS","Democrat"
"491",0,"PA","White",-0.5,"70+","Some college","Democrat"
"492",1,"AZ","White",-0.5,"30-39","Some college","Democrat"
"493",1,"CA","White",0.5,"60-69","HS","Independent"
"494",1,"AZ","White",-0.5,"60-69","Some college","Republican"
"495",0,"TX","White",-0.5,"60-69","Some college","Independent"
"496",1,"TX","White",0.5,"60-69","Some college","Independent"
"497",0,"TX","White",0.5,"60-69","HS","Democrat"
"498",1,"IL","White",0.5,"50-59","Some college","Republican"
"499",0,"TX","White",0.5,"60-69","Some college","Republican"
"500",1,"TN","White",0.5,"70+","Some college","Independent"
"501",1,"AZ","Other",0.5,"50-59","4-Year College","Independent"
"502",0,"PA","White",0.5,"70+","Post-grad","Democrat"
"503",0,"KY","White",-0.5,"60-69","Post-grad","Democrat"
"504",0,"PA","White",-0.5,"60-69","Some college","Democrat"
"505",1,"MI","Other",0.5,"30-39","No HS","Republican"
"506",0,"IL","Black",-0.5,"50-59","HS","Democrat"
"507",1,"AZ","White",-0.5,"70+","HS","Republican"
"508",0,"IN","White",0.5,"40-49","Some college","Democrat"
"509",0,"AZ","White",0.5,"50-59","HS","Republican"
"510",1,"IL","Hispanic",0.5,"18-29","Post-grad","Independent"
"511",1,"TN","White",-0.5,"70+","4-Year College","Republican"
"512",0,"MD","White",0.5,"60-69","Post-grad","Democrat"
"513",1,"OH","White",0.5,"70+","Some college","Republican"
"514",1,"MN","Hispanic",-0.5,"60-69","4-Year College","Independent"
"515",0,"PA","White",0.5,"60-69","Post-grad","Democrat"
"516",1,"MT","White",0.5,"50-59","Some college","Republican"
"517",1,"TX","White",0.5,"60-69","Post-grad","Independent"
"518",1,"TX","White",-0.5,"40-49","HS","Independent"
"519",1,"TX","Hispanic",0.5,"60-69","Post-grad","Independent"
"520",0,"TX","White",-0.5,"50-59","HS","Independent"
"521",1,"TX","White",-0.5,"60-69","Some college","Republican"
"522",0,"GA","White",-0.5,"30-39","Post-grad","Democrat"
"523",1,"FL","Black",-0.5,"30-39","HS","Democrat"
"524",0,"IN","White",-0.5,"50-59","Some college","Independent"
"525",1,"MN","White",0.5,"18-29","4-Year College","Republican"
"526",0,"GA","White",0.5,"70+","Post-grad","Independent"
"527",1,"AR","White",0.5,"40-49","4-Year College","Republican"
"528",0,"VA","Black",-0.5,"50-59","HS","Democrat"
"529",0,"CA","White",0.5,"50-59","HS","Independent"
"530",1,"UT","White",0.5,"40-49","4-Year College","Democrat"
"531",0,"TX","White",-0.5,"60-69","HS","Independent"
"532",1,"TX","White",-0.5,"70+","Some college","Republican"
"533",0,"CA","White",0.5,"60-69","4-Year College","Democrat"
"534",1,"WI","White",0.5,"30-39","Some college","Independent"
"535",0,"WA","White",0.5,"60-69","No HS","Democrat"
"536",0,"MO","White",0.5,"50-59","HS","Independent"
"537",1,"NY","White",0.5,"50-59","4-Year College","Independent"
"538",0,"KY","White",0.5,"50-59","Some college","Republican"
"539",0,"OR","White",-0.5,"18-29","Some college","Independent"
"540",1,"KY","White",-0.5,"40-49","HS","Independent"
"541",1,"CA","Hispanic",-0.5,"50-59","4-Year College","Democrat"
"542",1,"FL","White",0.5,"40-49","Some college","Independent"
"543",1,"MS","White",-0.5,"70+","HS","Republican"
"544",0,"GA","White",-0.5,"50-59","Post-grad","Democrat"
"545",1,"WI","White",-0.5,"50-59","Some college","Republican"
"546",0,"MI","White",0.5,"18-29","Some college","Democrat"
"547",1,"IA","White",0.5,"60-69","HS","Republican"
"548",1,"MD","Other",-0.5,"50-59","Some college","Democrat"
"549",1,"PA","White",-0.5,"40-49","Some college","Republican"
"550",0,"CA","White",0.5,"50-59","Some college","Democrat"
"551",0,"NY","White",-0.5,"30-39","Some college","Democrat"
"552",1,"MD","White",-0.5,"30-39","Post-grad","Republican"
"553",0,"VA","Black",-0.5,"70+","Post-grad","Democrat"
"554",0,"NV","Hispanic",0.5,"60-69","HS","Independent"
"555",0,"CA","Black",0.5,"60-69","Some college","Democrat"
"556",1,"VA","White",0.5,"50-59","4-Year College","Independent"
"557",1,"SC","White",0.5,"40-49","Some college","Democrat"
"558",0,"WI","White",-0.5,"70+","HS","Independent"
"559",0,"MA","White",-0.5,"40-49","HS","Democrat"
"560",0,"KY","White",-0.5,"40-49","4-Year College","Independent"
"561",0,"CA","Black",-0.5,"70+","Some college","Democrat"
"562",1,"AL","White",0.5,"30-39","HS","Democrat"
"563",0,"AL","Black",-0.5,"40-49","Some college","Democrat"
"564",1,"WA","Other",0.5,"70+","4-Year College","Independent"
"565",0,"NC","White",0.5,"70+","Some college","Republican"
"566",1,"KY","White",0.5,"70+","Some college","Democrat"
"567",0,"ME","White",-0.5,"60-69","HS","Independent"
"568",0,"CA","White",0.5,"60-69","4-Year College","Democrat"
"569",0,"WA","White",0.5,"50-59","Some college","Independent"
"570",0,"OH","White",-0.5,"50-59","Some college","Democrat"
"571",1,"NV","White",0.5,"60-69","Post-grad","Independent"
"572",0,"AL","White",-0.5,"60-69","HS","Independent"
"573",1,"CA","Other",0.5,"50-59","Some college","Independent"
"574",0,"NY","Black",-0.5,"60-69","No HS","Democrat"
"575",1,"MI","White",-0.5,"30-39","Post-grad","Republican"
"576",0,"CA","White",0.5,"40-49","Some college","Independent"
"577",1,"FL","White",-0.5,"50-59","Some college","Independent"
"578",0,"WA","White",-0.5,"70+","HS","Democrat"
"579",1,"CA","Other",-0.5,"60-69","4-Year College","Republican"
"580",1,"MA","White",-0.5,"70+","4-Year College","Republican"
"581",1,"AZ","White",-0.5,"30-39","HS","Independent"
"583",1,"OH","White",-0.5,"70+","HS","Republican"
"584",0,"CA","Other",-0.5,"18-29","Some college","Democrat"
"585",1,"GA","White",0.5,"70+","HS","Republican"
"587",0,"HI","White",-0.5,"70+","Some college","Independent"
"588",0,"CA","White",-0.5,"18-29","Some college","Democrat"
"589",0,"PA","White",-0.5,"30-39","4-Year College","Democrat"
"590",1,"AR","White",0.5,"40-49","Some college","Independent"
"591",1,"NC","White",-0.5,"40-49","HS","Republican"
"592",0,"AZ","White",-0.5,"60-69","HS","Democrat"
"593",1,"AL","White",-0.5,"30-39","4-Year College","Independent"
"594",1,"CA","White",0.5,"70+","Some college","Republican"
"595",0,"VA","White",-0.5,"60-69","Some college","Democrat"
"596",1,"TX","White",0.5,"50-59","HS","Independent"
"597",1,"IL","White",-0.5,"60-69","Some college","Republican"
"598",0,"IL","White",-0.5,"60-69","Post-grad","Democrat"
"599",0,"NY","Other",-0.5,"18-29","4-Year College","Democrat"
"600",0,"ID","Black",-0.5,"50-59","HS","Democrat"
"601",1,"NC","White",-0.5,"40-49","HS","Independent"
"602",0,"IL","White",0.5,"40-49","Some college","Independent"
"603",1,"CA","White",-0.5,"50-59","Some college","Republican"
"604",0,"WI","Other",-0.5,"50-59","4-Year College","Independent"
"605",1,"OR","White",0.5,"50-59","Some college","Independent"
"606",1,"NC","White",0.5,"50-59","Some college","Independent"
"607",0,"FL","White",-0.5,"40-49","HS","Independent"
"608",1,"LA","White",0.5,"60-69","HS","Republican"
"609",1,"SC","White",0.5,"70+","Post-grad","Independent"
"610",1,"FL","White",0.5,"70+","Post-grad","Republican"
"611",0,"CA","White",-0.5,"30-39","4-Year College","Republican"
"612",1,"IL","White",-0.5,"50-59","HS","Independent"
"613",1,"AZ","White",-0.5,"18-29","HS","Republican"
"614",1,"TX","Hispanic",-0.5,"30-39","HS","Independent"
"615",0,"NY","White",0.5,"18-29","4-Year College","Democrat"
"616",0,"AZ","White",0.5,"50-59","Some college","Republican"
"617",0,"NY","Black",-0.5,"70+","Some college","Independent"
"618",1,"CA","Other",0.5,"18-29","4-Year College","Independent"
"619",1,"NY","White",0.5,"40-49","4-Year College","Independent"
"620",1,"PA","White",-0.5,"18-29","Some college","Republican"
"621",1,"FL","Black",-0.5,"50-59","HS","Independent"
"622",1,"AL","White",-0.5,"70+","Post-grad","Republican"
"623",1,"OK","White",-0.5,"30-39","No HS","Republican"
"624",1,"OH","White",0.5,"50-59","Some college","Republican"
"625",0,"MS","Black",-0.5,"60-69","Some college","Democrat"
"627",0,"MO","Black",-0.5,"50-59","HS","Independent"
"628",0,"UT","White",-0.5,"18-29","HS","Independent"
"629",1,"WA","White",-0.5,"30-39","HS","Republican"
"630",1,"CA","White",-0.5,"18-29","Some college","Independent"
"631",1,"TX","White",0.5,"50-59","HS","Republican"
"632",1,"MI","White",-0.5,"60-69","Some college","Republican"
"633",1,"AL","White",-0.5,"18-29","Some college","Democrat"
"634",0,"NY","White",0.5,"70+","HS","Republican"
"635",1,"NY","White",-0.5,"70+","HS","Republican"
"636",1,"MI","White",-0.5,"18-29","Some college","Independent"
"637",0,"MI","Black",-0.5,"30-39","No HS","Democrat"
"638",0,"LA","White",0.5,"30-39","Some college","Independent"
"639",1,"CO","Other",-0.5,"60-69","HS","Independent"
"640",1,"FL","Black",-0.5,"18-29","HS","Independent"
"641",0,"FL","White",-0.5,"70+","HS","Democrat"
"642",0,"IN","Black",-0.5,"50-59","Some college","Democrat"
"643",1,"CO","White",-0.5,"60-69","No HS","Republican"
"644",1,"AZ","White",-0.5,"60-69","4-Year College","Republican"
"645",1,"PA","Other",-0.5,"40-49","4-Year College","Republican"
"646",1,"AR","White",0.5,"40-49","Some college","Independent"
"647",0,"CO","Hispanic",-0.5,"70+","Some college","Independent"
"648",0,"VA","White",-0.5,"70+","HS","Republican"
"649",0,"CO","White",0.5,"50-59","Post-grad","Democrat"
"650",1,"TX","Hispanic",-0.5,"30-39","Some college","Independent"
"651",0,"SD","White",0.5,"70+","Some college","Independent"
"652",0,"PA","White",-0.5,"18-29","No HS","Democrat"
"653",1,"IL","White",-0.5,"18-29","Some college","Republican"
"654",1,"ID","White",0.5,"40-49","Some college","Republican"
"655",1,"WI","White",-0.5,"60-69","HS","Republican"
"656",1,"KY","White",0.5,"40-49","HS","Republican"
"657",0,"NY","White",-0.5,"70+","HS","Democrat"
"658",0,"NY","White",-0.5,"18-29","4-Year College","Independent"
"659",0,"CA","Hispanic",-0.5,"18-29","HS","Independent"
"660",1,"WV","White",-0.5,"50-59","No HS","Republican"
"661",1,"CT","White",0.5,"60-69","HS","Republican"
"662",0,"NJ","White",0.5,"30-39","Post-grad","Democrat"
"663",1,"CA","White",0.5,"70+","HS","Independent"
"664",0,"NC","Other",0.5,"30-39","4-Year College","Independent"
"665",0,"AL","White",-0.5,"18-29","Post-grad","Independent"
"666",1,"WY","Other",-0.5,"40-49","Post-grad","Independent"
"667",1,"CA","White",-0.5,"70+","HS","Republican"
"668",1,"CA","White",0.5,"50-59","4-Year College","Republican"
"669",0,"IA","White",0.5,"70+","HS","Independent"
"670",0,"NE","White",-0.5,"70+","HS","Democrat"
"671",1,"NY","White",-0.5,"18-29","Some college","Democrat"
"672",1,"CT","White",0.5,"60-69","HS","Republican"
"673",1,"NC","White",-0.5,"60-69","HS","Republican"
"674",1,"WI","White",0.5,"30-39","4-Year College","Republican"
"675",0,"PA","White",0.5,"60-69","HS","Democrat"
"676",0,"IL","Black",-0.5,"50-59","Post-grad","Independent"
"677",0,"GA","White",0.5,"60-69","HS","Independent"
"678",1,"WI","White",-0.5,"50-59","Some college","Republican"
"679",0,"CA","Hispanic",-0.5,"30-39","HS","Democrat"
"680",1,"OH","White",-0.5,"40-49","HS","Republican"
"681",1,"MI","White",0.5,"70+","HS","Democrat"
"682",0,"CA","Other",0.5,"18-29","Some college","Democrat"
"683",0,"CA","Hispanic",-0.5,"60-69","Some college","Democrat"
"684",1,"TN","Black",-0.5,"60-69","No HS","Democrat"
"685",0,"TX","White",0.5,"40-49","Post-grad","Democrat"
"686",1,"FL","Hispanic",-0.5,"30-39","Some college","Independent"
"687",1,"FL","White",-0.5,"40-49","Some college","Republican"
"688",0,"VA","White",-0.5,"40-49","4-Year College","Independent"
"689",0,"VA","White",-0.5,"18-29","4-Year College","Democrat"
"690",0,"KY","White",0.5,"50-59","HS","Democrat"
"691",0,"AL","Black",-0.5,"18-29","HS","Democrat"
"692",0,"PA","White",0.5,"30-39","HS","Democrat"
"693",0,"FL","White",-0.5,"70+","HS","Democrat"
"694",0,"CA","Black",-0.5,"60-69","Post-grad","Democrat"
"695",1,"OH","White",0.5,"40-49","HS","Republican"
"696",0,"FL","White",0.5,"40-49","HS","Independent"
"698",1,"FL","White",-0.5,"70+","Some college","Republican"
"699",0,"MI","White",0.5,"50-59","HS","Democrat"
"700",1,"CA","Other",0.5,"30-39","Some college","Democrat"
"701",0,"NJ","Other",-0.5,"18-29","Some college","Independent"
"702",0,"GA","White",-0.5,"18-29","Some college","Independent"
"703",0,"MA","White",-0.5,"70+","Post-grad","Republican"
"704",1,"CO","White",-0.5,"50-59","4-Year College","Democrat"
"705",0,"NC","White",-0.5,"50-59","4-Year College","Democrat"
"706",1,"MA","White",-0.5,"70+","Post-grad","Republican"
"707",0,"NY","Black",-0.5,"50-59","HS","Democrat"
"708",0,"TN","White",0.5,"50-59","HS","Independent"
"709",0,"CA","Other",0.5,"70+","Post-grad","Democrat"
"710",0,"SC","Black",0.5,"60-69","Post-grad","Democrat"
"711",0,"FL","Hispanic",0.5,"60-69","Post-grad","Independent"
"712",1,"FL","White",-0.5,"60-69","HS","Independent"
"713",0,"FL","White",-0.5,"60-69","4-Year College","Democrat"
"714",0,"VA","White",0.5,"60-69","Some college","Independent"
"715",0,"VA","Black",0.5,"60-69","Some college","Democrat"
"716",1,"KY","White",-0.5,"30-39","HS","Democrat"
"717",1,"CA","Hispanic",-0.5,"18-29","HS","Independent"
"718",0,"NY","Black",-0.5,"60-69","Post-grad","Democrat"
"719",0,"FL","Hispanic",-0.5,"50-59","HS","Independent"
"720",0,"NY","White",-0.5,"18-29","Some college","Independent"
"721",0,"MI","White",0.5,"60-69","Post-grad","Republican"
"722",1,"FL","Hispanic",0.5,"40-49","4-Year College","Democrat"
"723",1,"MO","White",0.5,"18-29","4-Year College","Republican"
"724",0,"FL","White",0.5,"70+","4-Year College","Independent"
"725",0,"PA","White",-0.5,"30-39","4-Year College","Independent"
"726",1,"MO","Other",0.5,"50-59","4-Year College","Republican"
"727",1,"PA","White",0.5,"50-59","Post-grad","Republican"
"728",0,"NY","White",0.5,"50-59","Some college","Independent"
"729",0,"TX","Hispanic",-0.5,"50-59","Post-grad","Republican"
"730",0,"GA","Other",0.5,"40-49","Post-grad","Independent"
"731",0,"VA","Black",-0.5,"50-59","Post-grad","Independent"
"732",0,"TX","White",-0.5,"50-59","Some college","Independent"
"733",0,"MS","Black",-0.5,"50-59","Some college","Democrat"
"734",0,"HI","Other",0.5,"60-69","Some college","Independent"
"735",0,"FL","White",-0.5,"40-49","4-Year College","Democrat"
"736",0,"CA","White",-0.5,"40-49","Post-grad","Independent"
"737",0,"WI","Other",-0.5,"40-49","Post-grad","Independent"
"738",1,"NH","White",-0.5,"18-29","Some college","Independent"
"739",0,"ME","White",0.5,"60-69","Post-grad","Democrat"
"740",1,"AR","White",-0.5,"30-39","Some college","Independent"
"741",0,"CA","Black",0.5,"70+","Some college","Independent"
"742",0,"IL","White",-0.5,"40-49","4-Year College","Independent"
"743",0,"VA","White",-0.5,"30-39","Post-grad","Democrat"
"744",0,"GA","White",0.5,"60-69","4-Year College","Democrat"
"745",0,"CA","White",0.5,"40-49","Post-grad","Democrat"
"746",1,"TX","Hispanic",0.5,"30-39","4-Year College","Republican"
"747",0,"AL","White",-0.5,"40-49","Post-grad","Independent"
"748",0,"OK","White",0.5,"40-49","Some college","Democrat"
"749",0,"NY","Other",0.5,"60-69","4-Year College","Independent"
"750",1,"NC","White",-0.5,"30-39","Some college","Independent"
"751",0,"FL","White",-0.5,"50-59","Some college","Democrat"
"753",0,"NJ","Other",0.5,"30-39","Post-grad","Democrat"
"754",1,"TN","White",-0.5,"18-29","HS","Independent"
"755",1,"TN","White",-0.5,"30-39","Some college","Republican"
"756",1,"UT","White",0.5,"30-39","Some college","Independent"
"757",1,"VA","White",-0.5,"50-59","Post-grad","Republican"
"758",1,"AL","Black",-0.5,"30-39","HS","Democrat"
"759",0,"CA","White",-0.5,"30-39","4-Year College","Independent"
"760",0,"NY","White",-0.5,"30-39","4-Year College","Republican"
"761",0,"NV","White",-0.5,"50-59","Post-grad","Democrat"
"762",0,"CA","White",0.5,"50-59","4-Year College","Republican"
"763",0,"CA","White",0.5,"30-39","4-Year College","Independent"
"764",0,"ME","White",-0.5,"30-39","HS","Independent"
"765",1,"CA","Hispanic",-0.5,"60-69","HS","Republican"
"766",0,"NY","White",-0.5,"30-39","Some college","Republican"
"767",1,"PA","White",-0.5,"50-59","4-Year College","Independent"
"768",1,"HI","White",-0.5,"30-39","4-Year College","Republican"
"769",0,"MO","White",-0.5,"50-59","4-Year College","Democrat"
"770",0,"CA","White",-0.5,"50-59","4-Year College","Democrat"
"771",1,"MA","White",-0.5,"30-39","Post-grad","Republican"
"772",1,"PA","White",0.5,"30-39","Some college","Republican"
"773",1,"PA","White",0.5,"50-59","4-Year College","Republican"
"774",1,"WA","White",0.5,"40-49","4-Year College","Independent"
"775",1,"ID","White",0.5,"40-49","Some college","Democrat"
"776",1,"NC","White",-0.5,"30-39","Post-grad","Republican"
